job_title,company,url,job_description,published_date,scrap_date
Senior Android Developer (AI / AR),CyberCoders,JSON: https://www.glassdoor.com/Job/json/details.htm?pos=2011&ao=291820&s=58&guid=000001717759d54c84ac4d1ca3eefbb4&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_1c41eaaa&cb=1586845308610&jobListingId=3552558985,"Senior Android Developer (AI / AR) <div>
If you are a Senior Android Developer (AI / AR) with experience, please read on!
</div><h4>Top Reasons to Work with Us</h4><div>
1. Based in Redwood City, we are developing a platform through augmented reality.<br/>2. Our company is in the start up phase with solid funding.<br/>3. You will have the chance to work on exciting new development projects with a talented team.
</div><h4>What You Will Be Doing</h4><div>
- You will be responsible for the design, architecture, and coding for Android mobile applications<br/>- Design and build advanced applications for consumer facing applications operating on the Android platform<br/>- Use best practices to deliver high quality code; Unit-test code for robustness including edge cases, usability, and general reliability
</div><h4>What You Need for this Position</h4><div>
- 4+ years Android development <br/>- Experience with Java or Kotlin (Kotlin preferred) <br/>- Experience with entire app life cycle- ideally in a startup environment<br/>- Must have experience working on consumer facing apps<br/>- Apps that have image processing/video streaming component<br/>- Previous experience with Machine Learning, Artificial Intelligence, Virtual Reality, or Augmented Reality
</div><h4>What's In It for You</h4><div>
- Competitive salary<br/>- Stock Options<br/>- Full Benefits<br/>- Commuter Benefit<br/>- Unlimited PTO
</div><div>
So, if you are a Senior Android Developer (AI / AR) with experience, please apply today!
</div> - <p>Applicants must be authorized to work in the U.S.</p><br/><br/>
 <b>CyberCoders, Inc is proud to be an Equal Opportunity Employer</b>
 <br/><br/>
 All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.
 <br/><br/>
 <b>Your Right to Work</b> In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.","Apr 13, 2020",2020-04-14 15:48:13.375366
Software Engineer,CyberCoders,JSON: https://www.glassdoor.com/Job/json/details.htm?pos=2012&ao=291820&s=58&guid=000001717759d54c84ac4d1ca3eefbb4&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_0c8e390c&cb=1586845308612&jobListingId=3552559651,"Software Engineer <div>
We are looking for a Software Engineer to work on a contract to perm opportunity. This role requires that you have a Secret DoD security clearance or the ability to obtain one.
</div>

<h4>What You Will Be Doing</h4><div>
In this role you will:<br/><br/>- Analyze user needs and develop software solutions<br/>- Work with project manager or product owner to meet specification needs<br/>- Recommend software upgrades to optimize operational efficiency<br/>- Collaborate with other developers to design and optimize code<br/>- Create flowcharts and user guides for new and existing programs<br/>- Document all programming tasks and procedures<br/>- Perform routine software maintenance
</div><h4>What You Need for this Position</h4><div>
Required:<br/><br/>- Minimum of 2 years of experience in the field of Computer Science or Computer Engineering supporting development, production, testing, or fielding of enterprise software systems.<br/>- Must have baccalaureate degree from an accredited college or university in Computer Science or Computer Engineering or equivalent, or a minimum of 5 years of applicable experience without the degree.<br/>- Must be US Citizen, with at least an Interim Secret DoD security clearance or the ability to obtain one<br/>- Must possess the skills needed to work with current operating systems, Commercial-Off-The-Shelf (COTS) tools, database macros, and to write code in procedural or object- oriented languages, especially Java.<br/>- Must have experience with web application technologies such as JavaScript, jQuery, Spring, CSS<br/>- Must have experience with relational databases such as MySQL, Oracle, SQL Server, Dynamic SQL<br/>- User Interface development experience<br/>- Must possess the skills to develop graphical user interfaces, and application software that range from simple to complex<br/>- Deadline and detail-oriented<br/>- Strong analytical and critical thinking skills<br/>- Good multi-tasker<br/><br/>Additional Desired Qualifications:<br/><br/>- An understanding of Aircraft Launch and Recovery Equipment and/or aircraft Support Equipment is preferred<br/>- Prior experience with artificial intelligent (AI) techniques, automated planning, expert systems, neural networks, data mining, virtual and augmented reality systems, modeling and simulation, and game programming is a plus<br/>- Customer interface experience<br/>- Experience with Java application server, particularly JBoss, is a big plus<br/>- Customer interface experience<br/>- CompTIA Security + certification
</div>

<div>
So, if you are a Software Engineer with experience and clearance, please apply today!
</div> - <p>Applicants must be authorized to work in the U.S.</p><br/><br/>
 <b>CyberCoders, Inc is proud to be an Equal Opportunity Employer</b>
 <br/><br/>
 All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.
 <br/><br/>
 <b>Your Right to Work</b> In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.","Apr 13, 2020",2020-04-14 15:48:15.836167
Senior Data Scientist,CyberCoders,JSON: https://www.glassdoor.com/Job/json/details.htm?pos=2013&ao=291820&s=58&guid=000001717759d54c84ac4d1ca3eefbb4&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_865b4b50&cb=1586845308614&jobListingId=3552559252,"Senior Data Scientist <div>
If you are a Senior Data Scientist with experience, please read on!
</div>

<h4>What You Will Be Doing</h4><div>
Working with cutting edge technology with an amazing engineering team!
</div><h4>What You Need for this Position</h4><div>
- Python<br/>- Machine Learning<br/>- Algorithms<br/>- Modeling<br/>- Pyspark<br/>- Airflow<br/>- SQL
</div><h4>What's In It for You</h4><div>
Highly competitive comp packages with full benefits. Work with an incredibly talented team!
</div><div>
So, if you are a Senior Data Scientist with experience, please apply today!
</div> - <p>Applicants must be authorized to work in the U.S.</p><br/><br/>
 <b>CyberCoders, Inc is proud to be an Equal Opportunity Employer</b>
 <br/><br/>
 All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.
 <br/><br/>
 <b>Your Right to Work</b> In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.","Apr 13, 2020",2020-04-14 15:48:18.818158
Software Development Engineer,CyberCoders,JSON: https://www.glassdoor.com/Job/json/details.htm?pos=2014&ao=291820&s=58&guid=000001717759d54c84ac4d1ca3eefbb4&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_95178187&cb=1586845308616&jobListingId=3552559259,"Software Development Engineer <div>
If you are an Embedded Systems Software Development Engineer with experience, please read on!
</div>

<h4>What You Will Be Doing</h4><div>
- Provide subject-matter-expertise (SME) and support in the requirements analysis, architecture,<br/>design, development, test plans, execution and sustainment of vehicle embedded software systems.<br/>- Guide, consult, and collaborate with a team of diversified engineers and technicians in executing<br/>system engineering practices consistent with defined organizational standards.<br/>- Provide software-specific input to project plans of execution in areas of scope, budget, resource<br/>needs, material needs, and schedule.<br/>- Provide SME support to various program actions and activities including meetings, vendor<br/>performance tracking, milestone planning, briefing preparation, staff coordination, risk management,<br/>and decision document preparation.<br/>- Review the completion and implementation of technical products and evaluate vendors<br/>capabilities.<br/>- Provide SME support in the execution of design reviews, production and sustainment planning,<br/>logistic support analysis, change management, and review of technical proposals for vehicle system<br/>products.<br/>- Develop Statements of Work (SoW), work break down structures, review software contract<br/>deliverables, and contract mechanisms.<br/>- Other responsibilities would include, evaluating software test procedures, test event coordination,<br/>responding to problem reports.<br/>- Define and manage risk. Assess risk impacts and develop risk mitigation strategies.<br/>- Evaluate technical data related to acquisition, program management and product development<br/>programs.<br/>- Attends technical conferences and meetings with representatives of other organizations
</div><h4>What You Need for this Position</h4><div>
Required Qualifications:<br/>-Experience with C, C++, C#, or Java<br/>-Ability to model, architect, design, develop, code, integrate, test, and manage software solutions to<br/>provide and sustain operational capabilities within systems and vehicles<br/><br/>Desired Qualifications:<br/>-Experience with Data Distribution Service (DDS) middleware to satisfy Open Architecture<br/>requirements for extensibility, maintainability, composability, and interoperability<br/>-Experience with development using Qt development environment and Joint Architecture for<br/>Unmanned Systems (JAUS) tool kit<br/>-Experience with UML modeling, including Enterprise Architect, Rational Tools, and Magic Draw and<br/>architecture diagramming frameworks, including standard patterns, Singleton, and Model-View<br/>-Experience with requirement development, including Use Case development and requirements<br/>analysis<br/>-Experience Jira, Confluence, and Bit Bucket<br/>-Experience in reverse engineering<br/>Key Knowledge, Skills &amp; Abilities for Success:<br/>-Knowledge of revision control, automated make systems, unit test frameworks, and developing and<br/>debugging embedded systems<br/>-Knowledge of robotic systems, including the Robot Operating System (ROS) and developing and<br/>diagnosing robotic systems<br/>-Ability to apply ISO/IEC 12207 standards for software and systems engineering and industry best<br/>practices associated with SEI Capability Maturity Model Integrated (CMMI) level 3 and above and<br/>Lean/6-Sigma principles to software process engineering, management, and control<br/>-Ability to apply program management, project management, risk management, and value<br/>management techniques and principles to determine and optimize cost, schedule, and performance<br/>parameters from development to fielding for software products<br/>-Ability to develop and execute software and electronics life cycle management, development,<br/>transition, and sustainment and support plans<br/>- Strong interpersonal and verbal communication skills.<br/>- Work independently and in a team environment with minimal supervision.<br/>- Ability to travel up to 10% of time.<br/>- Possess technical, analytical and problem solving skills, and able to manage multiple projects<br/>simultaneously.<br/>- Capability to develop executive level documents, summaries, and briefings.<br/>- Understanding of existing adversary threat environment and emerging capabilities.<br/>-Secret clearance<br/>Education/Experience:<br/>- 5+ years of experience with embedded software development life cycle processes and applications<br/>-Ability to obtain a security clearance<br/>-BA or BS degree in Engineering or CS
</div>

<div>
So, if you are a Embedded Systems Software Development Engineer with experience, please apply today!
</div> - <p>Applicants must be authorized to work in the U.S.</p><br/><br/>
 <b>CyberCoders, Inc is proud to be an Equal Opportunity Employer</b>
 <br/><br/>
 All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.
 <br/><br/>
 <b>Your Right to Work</b> In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.","Apr 13, 2020",2020-04-14 15:48:21.478167
Project Manager,CyberCoders,JSON: https://www.glassdoor.com/Job/json/details.htm?pos=2015&ao=291820&s=58&guid=000001717759d54c84ac4d1ca3eefbb4&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_2c72c9c3&cb=1586845308618&jobListingId=3552559509,"Project Manager <div>
<b>Job Title: </b> Project Manager<br/><b>Job Location: </b> San Ramon, CA<br/><b>Salary: </b> Base + Stock Options, Full Benefits, 401k<br/><b>Requirements: </b> 5+ Years Exp, Healthcare Industry<br/><br/>If you are a Project Manager with experience, please read on!<br/><br/>We are a tech startup in the Medical Artificial Intelligence space co-founded by members with multiple highly successful tech company exits. We are looking for a Project Manager to join our software team to work on some challenging and distinctly non run-of-the-mill problems in the healthcare space. Our firm is partnered with Mayo Clinic and is using EMR systems to transform business applications by developing the next generation of medical technology. Our current focus is on augmented EMR and AI driven next generation clinical cloud based platform.<br/><br/>Among our founders is a serial entrepreneur who successfully co-founded a digital media company from a two person startup to 350+ employees with a successful exit within the span of 5 years. Our other co-founder is a former Tesla executive who worked directly with Elon Musk. He is currently a board member of multiple successful startups in the auto industry.<br/><br/>We offer a competitive base salary and stock options. If you're looking to be part of a fast growth startup with large upside potential, apply today!
</div>



<h4>What You Need for this Position</h4><div>
More Than 5 Years of experience and knowledge of:<br/><br/>- Healthcare<br/>- Product Management<br/>- Technology
</div><h4>What's In It for You</h4><div>
- Competitive Base Salary<br/>- Stock Options<br/>- Working Early Stage with Silicon Valley Leaders<br/>- Full Health Benefits<br/>- PTO<br/>- 401k
</div><div>
So, if you are a Product Manager with experience, please apply today!
</div> - <p>Applicants must be authorized to work in the U.S.</p><br/><br/>
 <b>CyberCoders, Inc is proud to be an Equal Opportunity Employer</b>
 <br/><br/>
 All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.
 <br/><br/>
 <b>Your Right to Work</b> In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.","Apr 13, 2020",2020-04-14 15:48:23.572167
Sr Algorithm Engineer (Deep Learning),CyberCoders,JSON: https://www.glassdoor.com/Job/json/details.htm?pos=2016&ao=291820&s=58&guid=000001717759d54c84ac4d1ca3eefbb4&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_47fd0174&cb=1586845308620&jobListingId=3552559257,"Sr Algorithm Engineer (Deep Learning) <div>
If you are a Sr Algorithm Engineer (Deep Learning) with 3+ years of industry experience, please read on!<br/><br/>Situated in Sorrento Valley of sunny San Diego, CA, is a stimulating opportunity for talented Engineers to work on the most cutting edge technology in AI! We are an AI startup looking to integrate cutting-edge technology into the world of AI. We utilize the latest tools in Computer Vision, Deep Learning and Speech Recognition to transcend this booming industry. We are sophisticating chip production and building integrated hardware and software solutions for smartphones, robotics, &quot;smart&quot; devices, etc. <br/><br/>For this role, we are looking for Algorithm Engineers that help accelerate artificial intelligence. As part of our growing team, we are looking for a Senior Algorithm Engineers with advanced experience writing Deep Learning algorithms and who want to work with an early stage, well-funded startup. We are post-series A and rapidly approaching Series B, a super exciting time for a growing startup. Some of our investors are Alibaba, Sequoia, Qualcomm, etc. We look forward to working with you!
</div>



<h4>What You Need for this Position</h4><div>
- Master's Degree in STEM (PhD is ideal but not required) <br/><br/>- Deep Learning (OpenCV, TensorFlow, Keras, etc.) <br/>- Signal Processing<br/>- Mathematical Processing (CNN, RNN, LSTM, etc.) <br/><br/>Nice to Have: <br/>- GPU/CUDA<br/>- OpenCL<br/>- DSP<br/>- Publications
</div><h4>What's In It for You</h4><div>
- Competitive Salary<br/>- Bonus <br/>- STRONG Performance Reviews <br/>- Dental<br/>- Vision<br/>- Bonus<br/>- 401k<br/>- Vacation/PTO<br/>- Medical
</div><div>
So, if you are a Sr Algorithm Engineer (Deep Learning) with 3+ years of experience, please apply today!
</div> - <p>Applicants must be authorized to work in the U.S.</p><br/><br/>
 <b>CyberCoders, Inc is proud to be an Equal Opportunity Employer</b>
 <br/><br/>
 All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.
 <br/><br/>
 <b>Your Right to Work</b> In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.","Apr 13, 2020",2020-04-14 15:48:26.108158
Senior Linux Systems Engineer,CyberCoders,JSON: https://www.glassdoor.com/Job/json/details.htm?pos=2017&ao=291820&s=58&guid=000001717759d54c84ac4d1ca3eefbb4&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_2e585a6f&cb=1586845308622&jobListingId=3552559050,"Senior Linux Systems Engineer <div>
If you are a Senior Linux Systems Engineer with TS/SCI, please read on!<br/><br/>With the power of Artificial Intelligence, we allow businesses and the governments around the world to extract more from their data. Our innovative platform harnesses the data ecosystem allowing you to always make the right decision. We are looking for a Senior Linux Systems Engineer to join our growing team.
</div>

<h4>What You Will Be Doing</h4><div>
You will lead the technical on-site delivery of our enterprise software products and services to a wide variety of government and commercial environments.<br/>You will work closely with other groups, including Development, Product Support Engineering, Program Management, and Product Management to ensure successful deployment of our products and services.<br/>You will implement and adhere to security procedures, while working independently resolving engineers' challenges.
</div><h4>What You Need for this Position</h4><div>
MUST HAVES: <br/>TS/SCI Clearance<br/><br/>- + 5 years of Linux Experience<br/>- + 5 years of System Administration<br/>- CentOS / Redhat Knowledge<br/>- Networking<br/>- Expertise in Security and/or Encryption - Preferably Certified<br/>- Scripting Experience: Bash and/or others<br/><br/>NICE TO HAVE:<br/>- Disaster Recovery - Backups and restore<br/>- Azure or AWS<br/>- VMWare<br/>- CompTIA<br/>- Red Hat Certified Systems
</div><h4>What's In It for You</h4><div>
- Competitive Salary (DOE)<br/>- Full Benefits: Medical, Dental, &amp; Vision<br/>- Generous PTO<br/>- Opportunity for Upward Mobility
</div><div>
So, if you are a Senior Linux Systems Engineer with TS/SCI, please apply today!
</div> - <p>Applicants must be authorized to work in the U.S.</p><br/><br/>
 <b>CyberCoders, Inc is proud to be an Equal Opportunity Employer</b>
 <br/><br/>
 All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.
 <br/><br/>
 <b>Your Right to Work</b> In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.","Apr 13, 2020",2020-04-14 15:48:28.935154
Senior Software Engineer (Java),CyberCoders,JSON: https://www.glassdoor.com/Job/json/details.htm?pos=2018&ao=291820&s=58&guid=000001717759d54c84ac4d1ca3eefbb4&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_2f0b61c4&cb=1586845308624&jobListingId=3552559008,"Senior Software Engineer (Java) <div>
If you are a Senior Software Engineer with extensive Java experience, please read on!<br/><br/>We are located in the heart of Downtown San Francisco and we are a cutting edge healthcare technology company! We have been proudly serving the area for over 10 years and now partner with some of the industries leading healthcare companies and have over 500 employees nationwide. Never has healthcare been more important and we are very passionate about helping improve healthcare!<br/><br/>We are looking for a skilled Senior Developer who ideally has extensive experience with back end coding in Java and/or Scala. This person will help build/architect systems for our new platform that makes healthcare more accessible and easy to use. We are passionate about building a seamless experience and writing clean and scalable code for millions of users!
</div><h4>Top Reasons to Work with Us</h4><div>
-Excellent total comp package<br/>-Huge room for growth<br/>-Work for an outstanding cause
</div><h4>What You Will Be Doing</h4><div>
-Full Stack Software Development (back end focus) and application development in Java<br/>-Build/Architect scalable systems<br/>-Writing back end code in Java and potentially Scala<br/>-Defining architecture for new features/applications<br/>-Improving products and processes
</div><h4>What You Need for this Position</h4><div>
At least 4-5 years of experience with:<br/><br/>- Java<br/>- Spring and/or Maven<br/>-SQL<br/>-Experience with JavaScript<br/><br/>Nice to haves:<br/><br/>- Scala<br/>-ElasticSearch<br/>-React<br/>-Angular<br/>-AWS
</div>

<div>
So, if you are a Senior Software Engineer (Java) with experience, please apply today!
</div> - <p>Applicants must be authorized to work in the U.S.</p><br/><br/>
 <b>CyberCoders, Inc is proud to be an Equal Opportunity Employer</b>
 <br/><br/>
 All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.
 <br/><br/>
 <b>Your Right to Work</b> In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.","Apr 13, 2020",2020-04-14 15:48:31.706167
Senior DevOps Engineer,CyberCoders,JSON: https://www.glassdoor.com/Job/json/details.htm?pos=2019&ao=291820&s=58&guid=000001717759d54c84ac4d1ca3eefbb4&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_d4e68912&cb=1586845308626&jobListingId=3552558988,"Senior DevOps Engineer <div>
If you are a Senior DevOps Engineer with experience, please read on!<br/><br/>We deliver Artificial Intelligence and Machine Learning solutions that are practical and address common, real world business challenges. Our products help enterprise and government customers increase profit and performance and reduce risk. We focus on certain verticals including federal / state / local government, healthcare / insurance, travel / hospitality, media / entertainment and financial services.<br/><br/>We are seeking an experienced DevOps engineer to help us deliver rapidly to our customers. This role is critical to both our government and commercial businesses.
</div><h4>Top Reasons to Work with Us</h4><div>
1. Competitive compensation and benefits package<br/>2. We're inspired to be at the forefront of the AI and ML revolution and are always looking out for motivated individuals who feel as passionate about this as we do.<br/>3. Our culture thrives on collaboration. We recognize that diverse minds and skills are powerful when put together.<br/>4. We pride ourselves on our people and their forward thinking abilities, both in our solutions and doing good with data.
</div><h4>What You Will Be Doing</h4><div>
- Work directly with the Engineering team to support a high demand and fast paced client production environment<br/>- Design and implement build, deployment, and configuration management<br/>- Test implemented designs<br/>- Build and test automation tools for infrastructure provisioning<br/>- Handle code deployments in all environments<br/>- Monitor metrics and develop ways to improve<br/>- Provide technical guidance and educate team members and coworkers on development and operations<br/>- Consult with peers for feedback during testing stages<br/>- Build, maintain, and monitor configuration standards<br/>- Maintain day-to-day management and administration of projects<br/>- Manage CI and CD tools with team<br/>- Document and design various processes; update existing processes<br/>- Improve infrastructure development and application development<br/>- Follow all best practices and procedures as established by company
</div><h4>What You Need for this Position</h4><div>
- Degree in computer science, software engineering or related field.<br/>- Minimum 5 years of development and operations experience.<br/>- Good communication skills, both verbal and written, ability to communicate with both technical and non-technical audience.<br/>- Strong professional experience automating AWS configuration, build and deployments using Ansible, Cloud Formation, Ops Works or other equivalents. Understanding of AWS VPC, network management, and datacenter operations.<br/>- Experience designing and maintaining reliable, high-availability production systems and services.<br/>- Monitoring automation make sure that the correct monitors are deployed at the application level so that any failures can be quickly detected and repaired.<br/>- Work closely with the development teams to provide high quality, highly available, and dynamic solutions.<br/><br/>Technical expertise:<br/><br/>- Linux (Centos, Ubuntu) Database (My SQL, MS SQL, MongoDB), CI/CD tools, scripting such as JavaScript, PHP, Python,<br/>- Cloud infrastructure and technologies (e.g. AWS, Google Cloud, Azure, Redshift, CloudFront, VPC, Elastic Beanstalk, Lambda)<br/>- Big data experience a plus, ability to administer Spark, Kafka, Docker, Kubernetes<br/>- SSO platforms such SAML2.0, ADFS<br/>- Git, SVN continuous integration tools e.g. Jenkins, Maven or Gradle<br/>- Network fundamentals TCPIP, HTTP, DNS, SSL/TLS, Layer 3 and Layer 7 load balancing, etc.<br/>- Strong scripting experience in one of the following Python, PowerShell, Ruby, Bash preferred
</div>

<div>
- So, if you are a Senior DevOps Engineer with experience, please apply today!
</div> - <p>Applicants must be authorized to work in the U.S.</p><br/><br/>
 <b>CyberCoders, Inc is proud to be an Equal Opportunity Employer</b>
 <br/><br/>
 All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.
 <br/><br/>
 <b>Your Right to Work</b> In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.","Apr 13, 2020",2020-04-14 15:48:33.579382
Senior Machine Learning Engineer - Python,CyberCoders,JSON: https://www.glassdoor.com/Job/json/details.htm?pos=2020&ao=291820&s=58&guid=000001717759d54c84ac4d1ca3eefbb4&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_9f83fbf7&cb=1586845308629&jobListingId=3552559471,"Senior Machine Learning Engineer - Python <div>
If you are a Senior Machine Learning Engineer - Python with experience, please read on!<br/><br/>We are an early stage Series A funded startup (for profit), that has built an A.I. powered platform to optimize workflows and decision making in the supply chain and consumer marketplace. Our results are powerful - we have demonstrated the potential to double profits and reduce waste by 50%+!<br/><br/>Located in the Mission District of San Francisco, CA.
</div>

<h4>What You Will Be Doing</h4><div>
- Training machine learning models over billions of data points. Quantifying predictive uncertainty using probabilistic and Bayesian methods. Creating models that quickly generalize to new tasks using few-shot and meta- learning.<br/>- Training agents that execute decisions to optimize a reward over time. Implementing state-of-the-art model-based planning and reinforcement learning algorithms, including offline and off-policy methods that learn from human demonstrations.<br/>- Scaling machine learning systems to massive datasets using big data technologies such as Spark and Hadoop.<br/>- Building visualization and data exploration tools that automate the analysis and debugging of machine learning models.
</div><h4>What You Need for this Position</h4><div>
- 5+ years working experience <br/>- Masters or PhD in computer science, or equivalent.<br/>- Proficiency with the Python machine learning stack, including numpy, scipy, pandas, scikit-learn, matplotlib, tensorflow, keras, pytorch (not all required, more the merrier).<br/>- Bonus points for Spark, Hadoop!
</div><h4>What's In It for You</h4><div>
- HUGE room for growth<br/>- Great pay<br/>- Full benefits<br/>- We have MULTIPLE similar roles open so if you even match this role 50%, apply!
</div><div>
So, if you are a Senior Machine Learning Engineer - Python with experience, please apply today!
</div> - <p>Applicants must be authorized to work in the U.S.</p><br/><br/>
 <b>CyberCoders, Inc is proud to be an Equal Opportunity Employer</b>
 <br/><br/>
 All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.
 <br/><br/>
 <b>Your Right to Work</b> In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.","Apr 13, 2020",2020-04-14 15:48:36.125158
Data Scientist (Sports Analytics),CyberCoders,JSON: https://www.glassdoor.com/Job/json/details.htm?pos=2021&ao=291820&s=58&guid=000001717759d54c84ac4d1ca3eefbb4&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_16110935&cb=1586845308631&jobListingId=3552559400,"Data Scientist (Sports Analytics) <div>
If you are a Data Scientist (Sports Analytics) with experience, please read on!
</div>

<h4>What You Will Be Doing</h4><div>
- Utilize analytic capabilities to make an impact within the world of sports betting<br/>- Build and apply predictive models in a major sport or more<br/>- Research new ways to develop and improve sophisticated predictive models while remaining expert at the latest research and techniques in the field<br/>- Analyze a variety of data sets on sports to identify statistically significant trends and extract predictive features<br/>- Work closely with a team of data scientists and engineers
</div><h4>What You Need for this Position</h4><div>
- A love for sports<br/>- Bachelors degree in Statistics, Machine Learning, Mathematics, Computer Science, Econometrics or related field (Ph.D. or Masters preferred, but not required)<br/>- Proficiency in R and/or Python<br/>- Experience with SQL queries<br/>- Skilled in various statistical modeling and machine learning techniques<br/><br/>Nice to haves:<br/><br/>- Experience building models in a cloud-based ecosystem<br/>- Sports analytics experience
</div><h4>What's In It for You</h4><div>
- Competitive comp + benefits + equity!<br/>- Relocation!<br/>- Flexible Schedule!<br/>- Great team and culture!<br/>- Surround yourself with sports!
</div><div>
So, if you are a Data Scientist (Sports Analytics) with experience, please apply today!
</div> - <p>Applicants must be authorized to work in the U.S.</p><br/><br/>
 <b>CyberCoders, Inc is proud to be an Equal Opportunity Employer</b>
 <br/><br/>
 All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.
 <br/><br/>
 <b>Your Right to Work</b> In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.","Apr 13, 2020",2020-04-14 15:48:38.342167
